5K,50K,500K,5M
0.0022857932671520535,0.006109875956398781,0.0016810937289395147,0.007104555002624864
0.007479891084723782,0.002406267008600012,0.0010350967828944469,0.01545138601811372
0.018259980424393703,0.010826414880919627,0.0034236848720212583,0.00449109796634463
0.05200535308839542,0.006225880303733008,0.002063829461623637,0.015645108449198735
0.11514655919546977,0.017044131041967406,0.008537095717432747,0.0023987713113709885
0.005794175724885535,0.0010455974048047328,0.013302901435863662,0.007898043728012897
0.004785466489962633,0.0069434749933988075,0.010769361770294715,0.013186415432480591
0.03232838908900179,0.005139757417737938,8.429430322021517E-4,0.0045833167527137425
0.01565563515796183,0.010774140479587309,0.00495803706614594,1.4699117072801754E-4
0.0019202388134254352,0.013256053074525003,0.0024768893272253487,0.003855826448962766
0.006005316391103822,0.0038220169855057474,3.518306582540518E-4,0.0064762324901696195
0.009779341671625067,6.303218464034785E-4,0.0062870438282413305,0.0028002019458308134
0.04866333413068029,0.0072525251963231445,9.975454457374975E-4,1.9620477072101512E-4
0.017826260207813888,1.6368156721844266E-5,0.0013761947483711566,0.003437887556585192
0.005985916851782194,0.023090812657355245,0.00793373053805763,0.033585309652357245
0.01344467730735958,0.0027121943134926336,0.003982200677339289,0.0095083923006163
0.01864978991659461,0.008215890242674268,0.005003373356143197,0.0019858450824748355
0.07175743313923152,0.01357342405036327,0.01061527713824734,0.0036815583047060544
0.03486692837096295,0.01517357596048118,0.01001896517015134,0.007416245046788213
0.03968721262635592,0.014534867221624597,0.006667224873796594,0.008518113531353254
0.00409298490212778,0.017727688240745075,0.002567462201890789,0.004403316645133941
0.06850864071038508,0.02255686394868597,0.003467771105749366,0.019908659933231085
0.00568655521192037,0.010023697191885785,0.0018878610056734181,0.0030211915036587288
0.04628883128005787,0.011347760431902535,0.00348304293706031,0.017873046546727014
0.10280174417359718,0.02322864763802524,0.006951912638297346,0.005642735120608534
0.03140797223822088,0.005502935836222378,0.02414238452502912,0.00787438320853314
0.006650308148558868,0.02525441014495143,0.012775485872736378,0.016515234716508488
0.006130965983756004,4.2663357813488176E-4,0.0030797859368009092,0.004986382020025261
0.017070059769489623,0.012343754001804288,0.006380655266303791,0.005618887878688263
0.07915113953169452,0.0030867301735522414,0.01199154512989158,0.012076216968480439
0.005316137125239029,0.023303109649169915,0.01009865346127989,0.01439828049695024
0.057496094442834905,0.004807920136263018,0.0017429919444937247,0.008871356948486345
0.02900470051657583,0.00655934518433471,0.004601041240565538,0.010069188808359261
0.004457301485249931,0.01408557645619112,0.007902772643195305,0.013051608928679844
0.004959633193627473,0.0023638505958290513,0.0015460940789173568,9.427788281123897E-5
0.19580032289827914,0.06007642567709713,0.0017639839137554732,0.005185812322780228
0.0816715272513768,0.0018494897450385954,0.01653170542667268,0.005604820796411832
0.07121340858113967,0.01870880555223423,0.0059931697669466915,0.0020205938689187874
0.07249561611406558,0.007011154663322247,1.3908024489799924E-4,0.024497135750096113
0.01593583445478461,0.013232539656457938,0.011065599159239452,0.039048251534843446
0.02122259962813844,0.004021607267775639,0.0030885530588009597,0.0030498771494490333
0.011428714585466394,0.009980322838403674,0.015316967261985063,0.007187631815711872
0.015890519468554267,0.014681536251832572,0.007673283793684313,0.009720393960004873
0.10353730178866785,0.012677097618397254,0.021497978498935207,0.024276297803777706
0.08018384942052084,0.020874023509769475,0.006146629207266361,0.014090463562878046
0.030644585931526358,0.023136358913685935,0.006006074303574673,0.00425301389081404
0.06709468870092004,0.011893046612343779,0.012148921472046431,0.0018496813188806167
0.15165961698956143,0.014083696702550403,0.008035277554933159,0.008915753564698776
0.06798604380225753,0.008275603947215302,0.01564959218084109,0.0026241982866230663
0.03254487275395956,0.004719327568160231,0.0020889412872198373,0.008360893515921904
0.07653985334693074,0.00917817369235665,0.00440578798731593,0.012002722506033816
0.030892788304633337,0.0028343102579138127,0.003159029029581492,0.016988618881395447
0.10833063254423801,5.009319721093588E-4,0.003517906960909196,3.1570480076317906E-4
0.03152451736982891,5.843496093269779E-4,0.006917351121896397,0.0012607049896898618
0.06874157929531614,0.006716399081732934,0.007983369112482047,0.0025155905480307716
0.10821468427835713,0.006981050318838271,0.011676885694218195,0.016796785799615355
0.04963798805268594,0.0031420616796762465,0.004229362244294496,0.011870146787124577
0.003575484748689114,0.05810738600106283,9.165160049135332E-4,0.006648257892738958
0.10479997173165446,0.018737918296415117,0.018473260009899312,0.00485141890554303
0.06772013167356387,0.0012939328815939923,0.006738593602231176,0.0012794086181326073
0.017512280149831246,0.005509217466853682,3.567736438033039E-4,0.007737576931445196
0.004316077528456655,0.006986062744931655,0.007527041192651968,0.0020220136890958247
0.01744599423772281,0.011057689931557502,0.006521686261874139,0.009874994927405865
0.024047688609902966,0.006082050284084482,0.024181915133369362,0.009229094431609807
0.1087040416808696,0.054195412575458936,0.007512451482127426,0.005437296950503983
0.02966209734737474,0.028518304920920515,0.00751557154873964,0.0032122199272441865
0.009239634603809619,0.0032367584264571952,0.017225901631262468,0.008034525036593902
0.06500070535060778,0.02227995229766392,0.012568568591981206,0.016672825400961912
0.013297999841968108,0.0038444046858589088,0.0019386370303011193,0.0025136887828716044
0.053674019333225804,0.013637570615572137,0.0020957422382893373,0.018832276393173693
0.03358904010055481,0.019563105318083685,0.0127149171224005,0.0062791903289863855
0.04737493678553589,0.02393684583035618,0.02764548945793327,0.006359073947136952
0.024119129144273818,0.002712163436976705,0.003082110095944991,0.007892659596519752
0.0028635350830873234,0.007712622101445851,0.0016760330068515462,0.0015481115676117354
0.014658349802096076,0.0012539757339966027,0.02000074523245818,0.010608359115944693
0.042075759657181036,0.005792285648466918,2.314035541582211E-4,0.019567071153937035
0.058424625766147334,0.009040773875295947,0.008901608810990959,0.016348280457425913
0.009779341671625067,6.303218464034785E-4,0.0062870438282413305,0.0028002019458308134
0.09316480648406639,0.0036081323693543965,0.010819358485078057,0.0028934559988334873
0.0016846119863165676,0.011740928630605149,0.004117242221808306,0.003738166327630236
0.030549812626785605,0.00656815174342698,0.020649417732867534,0.004473922934079642
0.034835690176842765,0.02206551678187656,0.009186478458604916,0.019705430991474135
0.21211643133035119,0.07970350143104504,0.0047635849005783345,0.0015900153934715363
0.035611294282503,0.020187820191329642,0.02615322583817915,0.013272678632043743
0.004118039490954684,0.0076448113285905,0.015118657607719197,0.004523315288048396
0.0013639095146096036,0.003557935624395551,0.003031363455950729,4.5521234225222675E-4
0.05618439245167007,0.024747339486025997,0.008010178415600068,0.0038177079403905983
0.05801031791567585,0.014568058183297015,0.01061050517640565,0.019102324338653554
0.056349862303676564,0.017276807266555706,0.0030944060461599093,0.005948207772182231
0.014409356806757043,0.006085788580874594,0.0017398481245848277,0.003935439466450399
0.00946420433809273,0.011026146254432208,0.005795803835187887,0.0021152754583644716
0.0028573212241425447,0.020043553510546347,0.005638064701349471,0.00832113272317809
0.01332651451938837,0.029293209290956457,0.003326103204572402,0.018504077332233
0.016560718231857414,0.010735383302859893,0.004010982376127415,0.006742658038360709
0.02060055943373415,6.77045755113132E-4,0.004828571798058524,0.012840417216290291
0.006332419274501252,0.017933507560817498,0.007972296516093396,0.008703557003382231
0.012488748583811509,0.00433297817335608,0.00344159571862517,0.007573401498506065
